member_id,signup_date,age,gender,city,country,membership_type,contract_length_months,monthly_fee,signup_channel,tenure_months,avg_weekly_visits,group_classes_attended,personal_training_sessions,distance_km_to_gym,has_mobile_app,satisfaction_score,late_payments_12m,referred_friends,exit_survey_completed,churned
NF-101739,2023-09-17,45.0,female,Austin,United States,Plus,1,$49.00,Website,33,1.24,3,1,5.14,No,5.0,1,0,1,1
NF-101623,2023-02-25,46.0,Male,Portland,United States,Plus,12,$54.00,Referral,26,1.98,7,0,2.23,Yes,6.0,1,0,0,0
NF-101053,2023-07-01,45.0,Male,Austin,United States,Basic,6,$34.00,Website,30,2.62,10,3,1.86,Yes,7.0,1,0,0,0
NF-101327,2021-01-24,43.0,Female,Denver,United States,Plus,6,$49.00,Referral,1,0.86,2,0,2.13,Yes,6.0,0,0,1,1
NF-100668,2021-10-12,44.0,M,Austin,United States,Plus,24,$49.00,Mobile App,9,0.88,3,0,8.31,No,6.0,1,0,0,0
NF-100509,2023-02-16,49.0,F ,Austin,United States,Plus,6,$49.00,Partner Promo,26,2.62,6,3,0.91,Yes,7.0,1,1,0,0
NF-102375,2021-01-06,34.0,male,Austin,United States,Plus,12,$49.00,Referral,1,1.71,5,0,1.97,Yes,8.0,1,0,0,1
NF-100247,2023-04-02,16.0,F,Austin,United States,Plus,1,$49.00,Referral,27,1.35,3,0,4.7,Yes,3.0,2,0,1,1
NF-100745,2023-03-08,35.0,F,Raleigh,United States,Basic,6,$29.00,Website,26,2.84,8,2,2.18,Yes,9.0,1,0,0,0
NF-100699,2022-08-23,47.0,MALE,Austin,United States,Plus,12,$49.00,Website,20,2.2,5,6,1.07,Yes,8.0,0,0,1,1
NF-100427,2022-12-08,37.0,F,Austin,United States,Basic,1,$29.00,Referral,23,0.82,3,0,6.42,No,5.0,1,0,1,1
NF-101584,2022-06-19,16.0,Female,Austin,United States,Plus,1,$49.00,Website,18,3.03,9,0,,No,,0,0,0,0
NF-100153,2021-05-18,35.0,Female,Denver,United States,Premium,12,$79.00,Website,5,2.18,6,5,2.31,Yes,6.0,2,1,0,0
NF-102139,2023-01-19,48.0,Prefer not to say,Raleigh,United States,Basic,6,$29.00,Website,25,2.06,10,0,0.56,No,7.0,1,0,1,1
NF-100359,2023-09-04,36.0, Male,Portland,United States,Premium,6,$79.00,Mobile App,32,4.42,13,0,4.0,No,8.0,0,1,0,0
NF-100010,2023-03-28,40.0,male,Columbus,United States,Plus,1,$45.00,Website,27,1.87,4,0,6.06,Yes,6.0,1,1,0,0
NF-101753,2022-10-07,27.0,Female,Columbus,United States,Basic,1,$25.00,Walk-in,21,0.97,4,1,1.21,Yes,6.0,1,0,1,1
NF-100825,2023-08-17,61.0,Female,Portland,United States,Plus,12,$45.00,Website,32,1.85,5,0,1.58,Yes,7.0,2,2,0,0
NF-101363,2023-01-22,32.0,Female,Raleigh,United States,Basic,1,$29.00,Website,25,1.71,6,2,2.33,Yes,7.0,0,0,0,0
NF-100807,2022-10-02,38.0,FEMALE,Denver,United States,Basic,6,$29.00,Walk-in,21,1.06,1,2,1.53,Yes,6.0,1,0,0,0
NF-100976,2022-09-28,33.0,F,Denver,United States,Basic,1,$29.00,Mobile App,21,1.59,6,0,5.58,No,6.0,0,0,0,0
NF-102531,2022-05-09,48.0,Male,Denver,United States,Basic,12,$25.00,Mobile App,16,1.42,5,0,1.29,No,6.0,1,1,0,0
NF-100340,2021-12-17,43.0, Male,Columbus,United States,Basic,1,$34.00,Website,12,2.88,10,0,4.41,No,6.0,0,0,0,0
NF-102816,2023-05-24,41.0,Female,Austin,United States,Premium,12,$79.00,Walk-in,29,4.52,15,1,5.77,Yes,7.0,0,1,0,0
NF-100829,2021-02-08,34.0,Female,Austin,United States,Premium,24,$75.00,Website,1,2.49,8,0,1.16,Yes,7.0,0,1,0,0
NF-102167,2022-07-08,56.0,F,Raleigh,United States,Basic,1,$25.00,Referral,18,1.75,5,0,6.38,No,6.0,0,0,1,1
NF-101475,2021-06-08,16.0,Male,Austin,United States,Plus,24,$49.00,Walk-in,5,2.58,8,0,1.93,No,7.0,0,0,0,0
NF-102119,2021-01-17,39.0,Male,Austin,United States,Plus,6,$45.00,Walk-in,1,1.47,3,0,2.59,Yes,2.0,1,0,1,1
NF-101931,2023-01-30,46.0,Male,Austin,United States,Premium,24,$84.00,Website,25,0.29,1,0,8.52,No,3.0,0,0,0,0
NF-100962,2021-03-12,46.0,male,Denver,United States,Basic,6,$29.00,Mobile App,2,1.08,6,1,3.27,Yes,2.0,1,0,1,1
NF-101257,2022-08-05,24.0,Male,Austin,United States,Basic,12,$34.00,Referral,19,3.62,12,0,1.21,Yes,8.0,0,0,0,0
NF-100843,2021-06-21,35.0,female,Portland,United States,Plus,12,$49.00,Mobile App,6,3.78,12,6,1.51,Yes,9.0,0,2,0,0
NF-102298,2021-10-21,24.0,Female,Columbus,United States,Plus,1,$54.00,Walk-in,10,1.75,5,0,3.71,Yes,,0,0,1,1
NF-100420,2021-05-19,,Female,Austin,United States,Basic,6,$29.00,Walk-in,5,3.37,10,0,1.17,Yes,9.0,0,3,0,0
NF-100498,2023-09-13,22.0,F,Austin,United States,Basic,1,$25.00,Walk-in,32,2.11,6,0,1.83,Yes,7.0,0,0,0,0
NF-100416,2023-01-21,33.0,F ,Columbus,United States,Premium,24,$75.00,Mobile App,25,1.39,3,0,1.77,No,8.0,1,0,0,0
NF-100620,2022-09-09,34.0,MALE,Austin,United States,Basic,1,$29.00,Website,20,1.82,5,0,2.39,No,6.0,2,0,0,0
NF-102182,2021-02-13,36.0,Male,Columbus,United States,Basic,1,$29.00,Walk-in,1,4.02,13,10,1.22,Yes,9.0,0,0,0,0
NF-102729,2021-06-17,33.0,MALE,Columbus,United States,Plus,6,$45.00,Mobile App,5,0.95,4,0,3.29,Yes,,2,0,0,0
NF-100360,2023-02-02,44.0,Female,Columbus,United States,Plus,6,$45.00,Walk-in,25,2.32,7,0,4.23,Yes,8.0,0,0,0,0
NF-101013,2021-10-04,59.0,Prefer not to say,Austin,United States,Premium,6,$75.00,Website,9,1.63,5,0,1.6,No,5.0,2,0,1,1
NF-100846,2022-10-15,34.0,M,Denver,United States,Premium,6,$79.00,Walk-in,21,0.9,3,1,2.88,No,5.0,0,0,0,0
NF-102065,2022-09-06,43.0,other,Raleigh,United States,Plus,12,$49.00,Mobile App,20,1.21,4,0,20.02,No,3.0,0,0,0,1
NF-102498,2021-01-16,25.0,Male,Denver,United States,Basic,1,$34.00,Walk-in,1,2.58,9,0,5.29,No,7.0,0,1,0,0
NF-102371,2023-02-09,22.0,Female,Columbus,United States,Plus,12,$49.00,Referral,25,2.36,8,6,1.81,No,8.0,0,0,0,0
NF-100468,2021-02-21,45.0,F,Denver,United States,Basic,6,$25.00,Walk-in,2,1.37,5,0,3.23,No,5.0,0,0,0,0
NF-102290,2022-03-13,24.0,M,Austin,United States,Premium,12,$79.00,Referral,14,1.97,6,0,2.6,Yes,,1,0,0,0
NF-100137,2022-08-18,49.0,Male,Raleigh,United States,Plus,1,$45.00,Walk-in,20,4.77,15,7,3.03,No,8.0,0,0,0,0
NF-102107,2022-05-02,36.0,Female,Portland,United States,Basic,6,$29.00,Website,16,0.61,2,3,4.61,No,4.0,0,0,1,1
NF-101465,2022-07-31,22.0,Female,Portland,United States,Basic,1,$25.00,Mobile App,19,3.63,13,19,3.53,No,8.0,0,3,0,0
NF-102297,2022-08-06,33.0,Female,Portland,United States,Basic,1,$29.00,Walk-in,19,1.68,5,3,6.7,No,7.0,0,0,0,0
NF-100840,2022-01-06,43.0,Male,Austin,United States,Basic,6,$34.00,Mobile App,12,0.69,4,0,1.68,No,4.0,2,0,1,1
NF-101490,2021-06-03,37.0,Female,Denver,United States,Basic,12,$29.00,Walk-in,5,3.04,10,3,1.18,No,8.0,0,0,0,0
NF-101746,2023-06-09,28.0,Female,Denver,United States,Plus,12,$45.00,Website,29,1.65,6,0,1.1,No,8.0,2,0,1,1
NF-101074,2021-01-05,27.0, Male,Denver,United States,Plus,6,$49.00,Website,1,2.48,8,0,4.59,No,6.0,0,1,0,0
NF-102380,2023-02-18,25.0,Male,Portland,United States,Plus,6,$54.00,Walk-in,26,0.79,1,0,1.48,No,3.0,0,0,0,0
NF-100691,2021-05-13,40.0,Male,Denver,United States,Plus,6,$49.00,Website,4,2.25,6,0,4.85,No,5.0,0,0,0,0
NF-102372,2021-01-19,29.0,female,Austin,United States,Basic,6,$34.00,Mobile App,1,0.85,4,0,2.07,Yes,2.0,2,0,0,0
NF-101290,2021-06-04,35.0,Female,Columbus,United States,Plus,6,$49.00,Mobile App,5,2.72,9,0,2.91,Yes,8.0,1,1,0,0
NF-102281,2021-01-21,33.0,Female,Columbus,United States,Plus,6,$49.00,Mobile App,1,2.66,10,0,1.46,Yes,8.0,0,0,0,0
NF-100224,2021-04-07,55.0,Female,Austin,United States,Basic,1,$34.00,Referral,3,2.55,6,0,5.86,No,7.0,0,0,1,1
NF-102690,2022-09-10,31.0,Female,Boise,United States,Basic,1,$34.00,Walk-in,20,1.72,5,4,12.05,Yes,5.0,0,2,0,0
NF-102402,2023-01-05,31.0,Male,Austin,United States,Plus,12,$45.00,Website,24,5.04,15,0,5.43,Yes,9.0,0,1,0,0
NF-102251,2021-09-25,31.0,Male,Portland,United States,Basic,6,$29.00,Referral,9,2.26,9,0,0.74,Yes,6.0,0,1,1,1
NF-101458,2021-03-04,57.0,Male,Denver,United States,Basic,12,$29.00,Website,2,1.51,6,0,4.43,Yes,5.0,0,0,0,0
NF-100995,2022-04-04,28.0,FEMALE,Portland,United States,Plus,12,$54.00,Mobile App,15,2.36,6,0,2.06,No,6.0,0,0,0,0
NF-101659,2021-01-24,30.0,Female,Austin,United States,Basic,12,$25.00,Website,1,2.81,10,3,0.63,No,5.0,1,0,0,0
NF-101941,2021-08-13,45.0,M,Austin,United States,Basic,1,$29.00,Mobile App,7,2.46,7,11,2.08,Yes,,0,0,0,0
NF-900000,2021-02-25,30.0,Male,Denver,United States,Basic,1,$25.00,Walk-in,3,2.32,6,0,6.71,Yes,7.0,0,0,1,1
NF-102078,2022-03-22,36.0,Male,Austin,United States,Plus,1,$49.00,Referral,15,2.81,9,6,2.22,No,6.0,0,0,0,0
NF-100080,2022-10-19,33.0,Female,Austin,United States,Basic,6,$29.00,Mobile App,22,3.16,11,0,0.55,No,,0,0,1,1
NF-101175,2021-01-08,22.0,M,Portland,United States,Premium,24,$84.00,Mobile App,1,2.24,7,4,9.97,No,6.0,0,0,0,0
NF-100033,2022-06-04,42.0,Female,Austin,United States,Premium,12,$79.00,Referral,17,3.55,12,21,3.18,No,8.0,0,0,0,0
NF-101355,2021-12-10,30.0,Female,Denver,United States,Plus,6,$49.00,Referral,11,1.62,4,0,10.33,No,4.0,0,0,0,0
NF-101063,2021-08-31,54.0,MALE,Denver,United States,Plus,6,$49.00,Mobile App,8,2.84,10,0,2.07,Yes,10.0,1,0,0,0
NF-101240,2023-07-13,32.0,Female,Denver,United States,Basic,1,$29.00,Referral,30,1.09,4,0,4.66,Yes,5.0,1,0,0,0
NF-102770,2022-04-19,28.0,Male,Raleigh,United States,Basic,6,$29.00,Mobile App,16,1.55,7,0,1.23,No,7.0,1,0,0,0
NF-101660,2023-06-25,44.0,Female,Portland,United States,Basic,1,$29.00,Website,30,1.39,2,10,8.37,Yes,4.0,2,0,0,1
NF-100999,2022-10-19,26.0,Male,Austin,United States,Plus,12,$45.00,Referral,22,2.82,8,8,1.2,No,7.0,0,1,0,0
NF-101913,2022-09-10,16.0,Female,Austin,United States,Premium,12,$79.00,Mobile App,20,1.42,3,0,2.71,Yes,4.0,0,0,1,1
NF-102803,2021-12-20,,Male,Austin,United States,Plus,12,$45.00,Referral,12,1.81,6,0,6.55,No,6.0,0,0,0,0
NF-100804,2021-02-08,28.0,Female,Austin,United States,Basic,1,$25.00,Website,1,1.1,4,0,6.08,Yes,5.0,0,0,1,1
NF-100134,2023-03-17,46.0,Female,Austin,United States,Plus,1,$49.00,Mobile App,26,2.14,6,2,3.08,No,7.0,0,0,0,0
NF-100324,2023-09-24,35.0,Male,Raleigh,United States,Plus,12,$54.00,Walk-in,33,2.16,8,0,1.66,Yes,5.0,0,0,0,0
NF-102649,2021-04-24,28.0,male,Austin,United States,Basic,12,$29.00,Walk-in,4,1.31,3,1,1.67,No,3.0,0,0,1,1
NF-100879,2022-06-04,28.0,F,Columbus,United States,Basic,1,$29.00,Website,17,1.33,4,0,1.76,Yes,4.0,0,0,1,1
NF-100913,2022-12-04,32.0,Female,Denver,United States,Premium,12,$75.00,Partner Promo,23,1.32,6,5,2.72,Yes,6.0,0,0,0,0
NF-101112,2021-01-19,50.0,Female,Portland,United States,Basic,1,$25.00,Walk-in,1,2.61,9,0,6.31,Yes,,1,1,0,0
NF-102611,2021-07-11,,Female,Austin,United States,Plus,12,$49.00,Mobile App,6,2.49,9,0,2.77,Yes,,0,0,1,1
NF-101407,2023-08-24,25.0,Female,Denver,United States,Basic,12,$25.00,Walk-in,32,1.05,2,0,0.74,No,5.0,0,0,0,0
NF-102991,2023-03-04,30.0,female,Austin,United States,Premium,24,$79.00,Mobile App,26,2.33,6,5,1.78,Yes,7.0,1,3,0,0
NF-101452,2023-03-13,53.0,Male,Columbus,United States,Plus,12,$49.00,Mobile App,26,1.69,7,8,3.8,Yes,,0,0,0,0
NF-102247,2023-04-18,37.0,Male,Denver,United States,Basic,6,$29.00,Mobile App,28,0.53,1,1,6.68,Yes,,3,0,1,1
NF-101543,2021-01-25,16.0,Female,Columbus,United States,Basic,6,$25.00,Mobile App,1,1.17,2,6,1.1,No,5.0,1,0,1,0
NF-101643,2023-02-15,24.0,Male,Denver,United States,Basic,12,$29.00,Referral,25,3.07,11,0,3.96,Yes,7.0,0,1,0,0
NF-101695,2021-01-03,41.0,Male,Portland,United States,Basic,6,$34.00,Referral,1,1.34,5,4,1.5,No,5.0,0,0,1,0
NF-102842,2021-03-15,23.0,M,Denver,United States,Plus,6,$49.00,Mobile App,2,1.62,7,0,3.25,Yes,8.0,0,0,0,0
NF-101345,2023-09-21,33.0,FEMALE,Austin,United States,Basic,6,$29.00,Website,33,1.35,6,0,1.02,No,,0,0,0,1
NF-100863,2022-11-24,29.0,Other,Columbus,United States,Basic,1,$34.00,Referral,23,4.05,12,0,12.18,Yes,10.0,0,0,0,0
NF-100023,2022-04-23,43.0,Male,Austin,United States,Plus,6,$49.00,Website,16,0.64,4,0,0.89,No,,0,0,0,0
NF-100148,2022-01-02,48.0,Prefer not to say,Portland,United States,Plus,12,$49.00,Walk-in,12,2.02,5,0,2.1,Yes,5.0,0,0,0,0
NF-101693,2023-08-14,26.0,M,Austin,United States,Plus,12,$49.00,Mobile App,31,1.83,5,0,2.63,Yes,6.0,1,0,0,0
NF-101942,2022-05-07,16.0,Female,Austin,United States,Plus,12,$54.00,Website,16,3.1,11,8,6.33,Yes,7.0,1,2,0,0
NF-102037,2023-05-19,30.0,female,Denver,United States,Premium,24,$79.00,Mobile App,29,1.95,7,0,4.29,Yes,6.0,0,0,0,0
NF-101415,2021-01-28,25.0,Male,Austin,United States,Plus,6,$49.00,Mobile App,1,2.27,10,0,9.06,Yes,7.0,1,0,1,1
NF-102195,2021-03-01,32.0,Male,Denver,United States,Basic,6,$29.00,Mobile App,2,1.96,7,0,0.92,Yes,7.0,0,1,0,0
NF-100930,2022-10-05,39.0,F,Columbus,United States,Premium,12,$79.00,Walk-in,21,2.35,8,0,1.79,No,7.0,0,0,0,0
NF-102171,2021-10-06,26.0,Female,Austin,United States,Premium,12,$79.00,Partner Promo,9,2.53,9,15,1.28,No,6.0,0,0,0,0
NF-100279,2023-03-25,43.0,Female,Austin,United States,Basic,6,$25.00,Mobile App,27,1.18,3,0,2.37,Yes,2.0,0,0,0,0
NF-102951,2022-10-03,34.0,female,Denver,United States,Plus,12,$49.00,Walk-in,21,2.16,6,6,3.64,Yes,6.0,1,1,0,0
NF-100076,2022-10-04,45.0,male,Portland,United States,Plus,1,$49.00,Referral,21,1.81,5,1,,Yes,5.0,2,0,1,1
NF-101357,2021-06-06,39.0,Male,Portland,United States,Basic,6,$29.00,Website,5,1.45,4,0,0.6,No,5.0,1,0,1,1
NF-102751,2022-07-31,40.0,M,Austin,United States,Plus,1,$49.00,Partner Promo,19,2.22,6,15,3.59,Yes,7.0,0,1,0,0
NF-101891,2021-09-26,44.0,Female,Austin,United States,Plus,12,$45.00,Mobile App,9,1.42,3,0,3.4,Yes,4.0,0,0,0,0
NF-102669,2023-02-06,39.0,Male,Columbus,United States,Basic,6,$34.00,Website,25,3.04,9,9,2.14,Yes,,3,1,0,0
NF-102133,2023-07-18,48.0,F,Portland,United States,Basic,6,$25.00,Mobile App,31,0.9,1,0,3.04,No,5.0,0,0,1,1
NF-101869,2021-08-26,36.0,female,Denver,United States,Basic,6,$29.00,Referral,8,0.74,1,2,13.99,Yes,5.0,1,1,1,1
NF-101779,2021-05-17,36.0,Male,Portland,United States,Basic,1,$29.00,Walk-in,4,1.97,6,2,3.12,Yes,9.0,0,0,1,1
NF-101813,2022-01-16,51.0,Other,Austin,United States,Plus,12,$49.00,Referral,12,3.89,12,3,3.35,Yes,8.0,1,1,0,0
NF-100546,2023-09-03,56.0,M,Portland,United States,Basic,1,$25.00,Referral,32,1.87,7,4,2.22,No,6.0,0,1,0,0
NF-102088,2021-12-15,40.0,Female,Columbus,United States,Premium,24,$75.00,Walk-in,11,3.06,10,0,2.01,Yes,9.0,0,1,0,0
NF-100500,2022-08-30,27.0,male,Austin,United States,Plus,1,$49.00,Website,20,2.45,8,1,3.23,No,7.0,0,0,0,0
NF-101853,2022-12-11,16.0,female,Portland,United States,Plus,12,$49.00,Walk-in,23,1.76,8,0,2.3,No,7.0,0,0,0,0
NF-102121,2023-06-11,,Female,Columbus,United States,Plus,24,$49.00,Mobile App,29,2.1,4,7,1.01,Yes,8.0,1,0,1,0
NF-100505,2022-01-03,42.0,F,Portland,United States,Basic,6,$25.00,Mobile App,12,0.77,3,0,2.89,Yes,,0,0,1,1
NF-102780,2021-01-16,16.0,Female,Portland,United States,Plus,12,$49.00,Mobile App,1,3.72,11,0,3.8,Yes,8.0,0,2,0,0
NF-102307,2022-11-20,42.0,F ,Columbus,United States,Plus,12,$49.00,Website,23,2.44,8,0,5.01,No,7.0,0,0,0,0
NF-102241,2023-04-26,47.0,FEMALE,Raleigh,United States,Plus,12,$49.00,Website,28,3.38,12,0,1.99,Yes,8.0,1,0,0,0
NF-102462,2023-08-02,47.0,Male,Denver,United States,Basic,1,$29.00,Referral,31,2.23,7,0,,No,8.0,0,2,1,1
NF-101784,2021-07-25,40.0,F,Columbus,United States,Basic,12,$29.00,Mobile App,7,1.39,5,0,1.29,No,6.0,0,0,0,0
NF-100957,2022-12-17,16.0,Female,Denver,United States,Basic,6,$29.00,Walk-in,24,1.66,7,4,1.16,Yes,6.0,1,0,0,0
NF-102426,2022-04-17,49.0,Female,Portland,United States,Premium,12,$75.00,Website,15,1.83,5,0,1.13,Yes,6.0,1,0,0,0
NF-100165,2023-07-27,22.0,M,Portland,United States,Plus,12,$49.00,Website,31,1.99,6,0,4.99,Yes,6.0,1,0,0,0
NF-101449,2021-11-10,41.0,Female,Denver,United States,Premium,12,$79.00,Referral,10,1.67,7,1,2.05,No,8.0,1,1,0,0
NF-100201,2022-07-19,45.0,Female,Columbus,United States,Basic,6,$29.00,Website,19,1.32,4,0,17.5,Yes,7.0,1,1,0,0
NF-101843,2022-07-31,41.0,Female,Austin,United States,Plus,24,$49.00,Website,19,1.01,4,0,2.46,Yes,7.0,2,0,1,1
NF-100238,2022-04-07,16.0,Male,Portland,United States,Plus,12,$49.00,Website,15,1.67,7,1,2.95,Yes,6.0,1,0,0,0
NF-101050,2022-09-28,30.0,Female,Denver,United States,Basic,6,$29.00,Website,21,1.26,3,2,,Yes,7.0,0,0,0,0
NF-100985,2021-06-16,42.0,Male,Raleigh,United States,Basic,6,$29.00,Walk-in,5,3.15,9,0,3.78,Yes,7.0,0,0,0,0
NF-100552,2023-04-04,46.0,Female,Denver,United States,Basic,1,$25.00,Website,27,4.14,13,13,9.24,Yes,9.0,0,0,0,0
NF-102450,2023-05-19,48.0,Female,Columbus,United States,Premium,12,$79.00,Mobile App,29,2.34,6,9,2.71,Yes,7.0,1,1,1,1
NF-102633,2022-07-02,38.0,Male,Austin,United States,Basic,1,$29.00,Website,18,0.75,3,3,1.04,Yes,4.0,3,0,0,0
NF-102411,2022-05-08,31.0,female,Denver,United States,Basic,12,$29.00,Mobile App,16,3.13,11,4,1.15,No,8.0,0,2,0,0
NF-102033,2023-06-16,46.0,Male,Denver,United States,Plus,6,$54.00,Website,29,2.96,11,0,3.72,No,7.0,1,0,0,0
NF-100989,2023-03-12,35.0,Female,Austin,United States,Plus,6,$54.00,Mobile App,26,1.37,5,1,3.74,No,6.0,1,0,0,0
NF-102938,2023-08-28,21.0,Female,Columbus,United States,Plus,12,$54.00,Walk-in,32,1.59,4,1,8.41,No,6.0,-1,0,0,0
NF-101195,2022-07-08,30.0,Male,Austin,United States,Basic,6,$29.00,Website,18,1.81,4,9,0.61,Yes,7.0,0,2,0,0
NF-101280,2022-08-09,20.0,male,Columbus,United States,Basic,12,$25.00,Website,19,1.27,3,0,,Yes,5.0,0,0,0,0
NF-101399,2023-09-14,45.0,F,Denver,United States,Plus,24,$49.00,Walk-in,32,2.72,8,0,2.77,Yes,7.0,0,1,0,0
NF-100623,2022-04-07,52.0,Female,Austin,United States,Plus,12,$49.00,Website,15,2.83,10,2,1.39,Yes,7.0,0,1,0,0
NF-100048,2022-09-04,45.0,Female,Denver,United States,Basic,6,$25.00,Website,20,1.3,2,17,2.3,Yes,6.0,0,0,0,0
NF-101835,2021-02-28,,Female,Austin,United States,Plus,1,$49.00,Referral,2,1.59,5,0,3.2,Yes,,0,0,1,1
NF-102491,2021-06-16,16.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,5,1.7,6,0,0.91,Yes,8.0,0,0,1,0
NF-102474,2023-01-28,43.0,Female,Raleigh,United States,Plus,12,$45.00,Website,25,1.57,6,0,0.68,Yes,6.0,2,0,0,0
NF-102859,2021-07-27,21.0,M,Austin,United States,Plus,6,$49.00,Website,7,1.16,6,2,2.93,Yes,5.0,1,0,0,0
NF-102733,2022-04-15,16.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,15,2.05,5,0,8.67,Yes,6.0,1,0,1,1
NF-102601,2023-03-05,16.0,female,Raleigh,United States,Plus,6,$49.00,Mobile App,26,2.25,7,0,4.28,Yes,8.0,0,1,0,0
NF-100114,2022-04-20,39.0,F,Austin,United States,Basic,12,$34.00,Website,16,0.8,3,0,1.31,Yes,6.0,0,0,0,1
NF-102730,2022-05-22,48.0,MALE,Austin,United States,Basic,1,$29.00,Website,17,2.86,8,0,7.49,Yes,8.0,0,0,0,0
NF-101378,2022-01-08,33.0,Female,Austin,United States,Basic,12,$29.00,Mobile App,12,18.9,6,4,0.94,No,6.0,0,1,0,0
NF-100790,2023-03-05,35.0,FEMALE,Austin,United States,Premium,6,$79.00,Website,26,2.76,9,7,2.89,No,,1,0,1,1
NF-102904,2021-08-02,32.0,Male,Raleigh,United States,Premium,24,$75.00,Website,7,2.14,7,0,1.31,Yes,6.0,0,0,0,0
NF-900001,2021-11-30,39.0,Male,Denver,United States,Plus,12,$49.00,Website,12,2.34,9,0,4.44,Yes,7.0,1,0,0,0
NF-100896,2022-09-09,54.0,F,Portland,United States,Premium,12,$84.00,Website,20,4.26,13,0,4.27,Yes,10.0,0,2,0,0
NF-101096,2022-02-02,48.0,Female,Portland,United States,Premium,12,$79.00,Mobile App,13,1.39,4,0,4.97,Yes,6.0,0,0,0,0
NF-102354,2021-11-15,40.0,MALE,Raleigh,United States,Basic,12,$34.00,Mobile App,10,2.16,7,0,3.15,No,7.0,1,0,1,1
NF-101193,2021-08-05,35.0,M,Austin,United States,Plus,12,$49.00,Referral,7,1.4,5,0,1.07,No,7.0,0,0,0,0
NF-100220,2021-12-02,28.0,Male,Austin,United States,Premium,24,$79.00,Mobile App,11,2.09,6,2,4.51,Yes,5.0,1,0,0,0
NF-100514,2023-07-05,45.0,Male,Austin,United States,Basic,1,$29.00,Website,30,2.26,7,0,0.68,No,7.0,0,0,1,1
NF-100150,2021-04-11,24.0,M,Denver,United States,Basic,6,$34.00,Referral,3,4.26,12,11,0.79,Yes,,0,1,0,0
NF-101431,2022-11-30,28.0,FEMALE,Denver,United States,Plus,12,$49.00,Referral,23,2.43,8,0,5.5,Yes,5.0,0,0,1,0
NF-100715,2022-06-30,34.0,M,Raleigh,United States,Basic,1,$29.00,Walk-in,18,2.3,7,0,1.85,Yes,8.0,0,0,0,0
NF-101483,2023-02-17,28.0,Female,Denver,United States,Premium,12,$79.00,Referral,26,3.37,13,0,2.34,Yes,,0,2,0,0
NF-102845,2021-10-02,48.0,Male,Columbus,United States,Plus,12,$49.00,Referral,9,4.5,13,16,1.14,No,8.0,0,1,0,0
NF-101128,2023-09-23,25.0,Other,Denver,United States,Plus,12,$49.00,Referral,33,1.93,6,0,3.72,No,,1,0,0,0
NF-102027,2022-10-21,32.0,Male,Portland,United States,Basic,12,$25.00,Walk-in,22,2.21,6,0,2.85,Yes,8.0,0,1,0,0
NF-101826,2023-01-03,22.0,F,Portland,United States,Basic,1,$29.00,Walk-in,24,0.81,2,0,12.53,No,6.0,0,0,0,0
NF-101095,2023-01-16,47.0,Female,Portland,United States,Basic,1,$29.00,Mobile App,25,1.15,1,0,2.26,No,8.0,0,0,0,0
NF-100953,2023-09-25,29.0,Male,Columbus,United States,Plus,1,$49.00,Website,33,2.47,7,0,3.02,Yes,,1,0,1,1
NF-101635,2021-02-04,16.0,F,Denver,United States,Plus,6,$49.00,Website,1,1.4,5,3,0.43,Yes,7.0,1,0,0,0
NF-100862,2022-12-05,56.0,Male,Raleigh,United States,Basic,1,$29.00,Referral,23,2.52,8,4,1.27,Yes,7.0,0,0,0,0
NF-102858,2021-01-29,46.0,Male,Portland,United States,Basic,1,$25.00,Website,1,2.81,8,0,3.5,No,6.0,0,0,0,0
NF-101971,2021-09-12,34.0,male,Portland,United States,Basic,1,$29.00,Referral,8,1.85,5,3,6.29,No,6.0,1,1,1,1
NF-102890,2021-06-16,42.0,Female,Denver,United States,Basic,6,$25.00,Website,5,1.69,6,0,4.19,No,7.0,2,0,0,0
NF-102413,2022-02-26,45.0,Female,Austin,United States,Plus,12,$54.00,Walk-in,14,1.04,4,5,1.22,Yes,,0,1,1,1
NF-101897,2022-06-06,34.0,F ,Portland,United States,Basic,12,$29.00,Mobile App,17,3.52,12,1,8.74,Yes,7.0,0,1,0,0
NF-100188,2022-05-03,38.0,Female,Columbus,United States,Plus,24,$49.00,Mobile App,16,1.66,4,0,4.24,Yes,6.0,1,0,1,1
NF-101785,2023-07-03,50.0,F,Austin,United States,Plus,6,$45.00,Referral,30,1.25,5,0,2.46,Yes,5.0,0,0,1,1
NF-100923,2021-07-17,19.0,Other,Portland,United States,Basic,12,$29.00,Walk-in,6,1.53,5,0,4.53,Yes,5.0,1,1,0,0
NF-101670,2022-06-29,31.0,Female,Columbus,United States,Plus,12,$49.00,Mobile App,18,1.35,4,0,7.27,Yes,6.0,0,1,0,0
NF-102934,2022-06-03,27.0,Female,Austin,United States,Plus,12,$45.00,Mobile App,17,2.75,9,0,1.05,Yes,6.0,0,0,0,0
NF-101852,2022-11-04,35.0,Male,Austin,United States,Plus,6,$49.00,Website,22,1.72,4,0,4.31,Yes,6.0,0,0,1,1
NF-102757,2023-09-08,30.0,Male,Austin,United States,Basic,12,$29.00,Website,32,1.76,6,0,9.65,Yes,8.0,1,0,0,1
